"","team","h_a","match_id","Date","FTHG","FTAG","FTR","Referee","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","B365H","B365D","B365A","scored","conceded","result","pts","HtrgPerc","AtrgPerc","wins","draws","losses","cum_points","cum_goal","cum_con","shots","shots_target","yellow_cards","red_cards","fouls","corners","shot_accuracy","opposition","opposition_rank","opposition_rank_group"
"1","Liverpool","h",1,2019-08-09,4,1,"H","M Oliver",15,12,7,5,9,9,11,2,0,2,0,0,1.14,10,19,4,1,"w",3,0.466666666666667,0.416666666666667,1,0,0,3,4,1,15,7,0,0,9,11,0.466666666666667,"Norwich",20,"16th-20th"
"2","Norwich","a",1,2019-08-09,4,1,"H","M Oliver",15,12,7,5,9,9,11,2,0,2,0,0,1.14,10,19,1,4,"l",0,0.466666666666667,0.416666666666667,0,0,1,0,1,4,12,5,2,0,9,2,0.416666666666667,"Liverpool",1,"1st-4th"
"3","West Ham","h",2,2019-08-10,0,5,"A","M Dean",5,14,3,9,6,13,1,1,2,2,0,0,12,6.5,1.22,0,5,"l",0,0.6,0.642857142857143,0,0,1,0,0,5,5,3,2,0,6,1,0.6,"Man City",2,"1st-4th"
"4","Man City","a",2,2019-08-10,0,5,"A","M Dean",5,14,3,9,6,13,1,1,2,2,0,0,12,6.5,1.22,5,0,"w",3,0.6,0.642857142857143,1,0,0,3,5,0,14,9,2,0,13,1,0.642857142857143,"West Ham",16,"12th-16th"
"5","Bournemouth","h",3,2019-08-10,1,1,"D","K Friend",13,8,3,3,10,19,3,4,2,1,0,0,1.95,3.6,3.6,1,1,"d",1,0.230769230769231,0.375,0,1,0,1,1,1,13,3,2,0,10,3,0.230769230769231,"Sheffield United",9,"8th-12th"
"6","Sheffield United","a",3,2019-08-10,1,1,"D","K Friend",13,8,3,3,10,19,3,4,2,1,0,0,1.95,3.6,3.6,1,1,"d",1,0.230769230769231,0.375,0,1,0,1,1,1,8,3,1,0,19,4,0.375,"Bournemouth",19,"16th-20th"
"7","Burnley","h",4,2019-08-10,3,0,"H","G Scott",10,11,4,3,6,12,2,7,0,0,0,0,2.62,3.2,2.75,3,0,"w",3,0.4,0.272727272727273,1,0,0,3,3,0,10,4,0,0,6,2,0.4,"Southampton",11,"8th-12th"
"8","Southampton","a",4,2019-08-10,3,0,"H","G Scott",10,11,4,3,6,12,2,7,0,0,0,0,2.62,3.2,2.75,0,3,"l",0,0.4,0.272727272727273,0,0,1,0,0,3,11,3,0,0,12,7,0.272727272727273,"Burnley",10,"8th-12th"
"9","Crystal Palace","h",5,2019-08-10,0,0,"D","J Moss",6,10,2,3,16,14,6,2,2,1,0,1,3,3.25,2.37,0,0,"d",1,0.333333333333333,0.3,0,1,0,1,0,0,6,2,2,0,16,6,0.333333333333333,"Everton",12,"8th-12th"
"10","Everton","a",5,2019-08-10,0,0,"D","J Moss",6,10,2,3,16,14,6,2,2,1,0,1,3,3.25,2.37,0,0,"d",1,0.333333333333333,0.3,0,1,0,1,0,0,10,3,1,1,14,2,0.3,"Crystal Palace",14,"12th-16th"
"11","Watford","h",6,2019-08-10,0,3,"A","C Pawson",11,5,3,3,15,11,5,2,0,1,0,0,1.9,3.4,4,0,3,"l",0,0.272727272727273,0.6,0,0,1,0,0,3,11,3,0,0,15,5,0.272727272727273,"Brighton",15,"12th-16th"
"12","Brighton","a",6,2019-08-10,0,3,"A","C Pawson",11,5,3,3,15,11,5,2,0,1,0,0,1.9,3.4,4,3,0,"w",3,0.272727272727273,0.6,1,0,0,3,3,0,5,3,1,0,11,2,0.6,"Watford",18,"16th-20th"
"13","Tottenham","h",7,2019-08-10,3,1,"H","C Kavanagh",31,7,7,4,13,9,14,0,1,0,0,0,1.3,5.25,10,3,1,"w",3,0.225806451612903,0.571428571428571,1,0,0,3,3,1,31,7,1,0,13,14,0.225806451612903,"Aston Villa",17,"16th-20th"
"14","Aston Villa","a",7,2019-08-10,3,1,"H","C Kavanagh",31,7,7,4,13,9,14,0,1,0,0,0,1.3,5.25,10,1,3,"l",0,0.225806451612903,0.571428571428571,0,0,1,0,1,3,7,4,0,0,9,0,0.571428571428571,"Tottenham",6,"5th-8th"
"15","Leicester","h",8,2019-08-11,0,0,"D","A Marriner",15,8,1,2,3,13,12,3,0,2,0,0,2.2,3.2,3.4,0,0,"d",1,0.0666666666666667,0.25,0,1,0,1,0,0,15,1,0,0,3,12,0.0666666666666667,"Wolves",7,"5th-8th"
"16","Wolves","a",8,2019-08-11,0,0,"D","A Marriner",15,8,1,2,3,13,12,3,0,2,0,0,2.2,3.2,3.4,0,0,"d",1,0.0666666666666667,0.25,0,1,0,1,0,0,8,2,2,0,13,3,0.25,"Leicester",5,"5th-8th"
"17","Newcastle","h",9,2019-08-11,0,1,"A","M Atkinson",9,8,2,2,12,7,5,3,1,3,0,0,4.5,3.75,1.72,0,1,"l",0,0.222222222222222,0.25,0,0,1,0,0,1,9,2,1,0,12,5,0.222222222222222,"Arsenal",8,"5th-8th"
"18","Arsenal","a",9,2019-08-11,0,1,"A","M Atkinson",9,8,2,2,12,7,5,3,1,3,0,0,4.5,3.75,1.72,1,0,"w",3,0.222222222222222,0.25,1,0,0,3,1,0,8,2,3,0,7,3,0.25,"Newcastle",13,"12th-16th"
"19","Man United","h",10,2019-08-11,4,0,"H","A Taylor",11,18,5,7,15,13,3,5,3,4,0,0,2.1,3.3,3.5,4,0,"w",3,0.454545454545455,0.388888888888889,1,0,0,3,4,0,11,5,3,0,15,3,0.454545454545455,"Chelsea",4,"1st-4th"
"20","Chelsea","a",10,2019-08-11,4,0,"H","A Taylor",11,18,5,7,15,13,3,5,3,4,0,0,2.1,3.3,3.5,0,4,"l",0,0.454545454545455,0.388888888888889,0,0,1,0,0,4,18,7,4,0,13,5,0.388888888888889,"Man United",3,"1st-4th"
"21","Arsenal","h",11,2019-08-17,2,1,"H","M Dean",16,18,9,5,13,11,10,7,2,1,0,0,1.3,5.5,10,2,1,"w",3,0.5625,0.277777777777778,1,0,0,6,3,1,16,9,2,0,13,10,0.5625,"Burnley",10,"8th-12th"
"22","Burnley","a",11,2019-08-17,2,1,"H","M Dean",16,18,9,5,13,11,10,7,2,1,0,0,1.3,5.5,10,1,2,"l",0,0.5625,0.277777777777778,0,0,1,3,4,2,18,5,1,0,11,7,0.277777777777778,"Arsenal",8,"5th-8th"
"23","Aston Villa","h",12,2019-08-17,1,2,"A","M Atkinson",22,12,7,4,10,13,10,5,0,2,0,0,2.3,3.4,3.1,1,2,"l",0,0.318181818181818,0.333333333333333,0,0,1,0,2,5,22,7,0,0,10,10,0.318181818181818,"Bournemouth",19,"16th-20th"
"24","Bournemouth","a",12,2019-08-17,1,2,"A","M Atkinson",22,12,7,4,10,13,10,5,0,2,0,0,2.3,3.4,3.1,2,1,"w",3,0.318181818181818,0.333333333333333,1,0,0,4,3,2,12,4,2,0,13,5,0.333333333333333,"Aston Villa",17,"16th-20th"
"25","Brighton","h",13,2019-08-17,1,1,"D","A Taylor",16,8,4,3,11,10,8,6,0,2,0,0,2.55,3.25,2.87,1,1,"d",1,0.25,0.375,0,1,0,4,4,1,16,4,0,0,11,8,0.25,"West Ham",16,"12th-16th"
"26","West Ham","a",13,2019-08-17,1,1,"D","A Taylor",16,8,4,3,11,10,8,6,0,2,0,0,2.55,3.25,2.87,1,1,"d",1,0.25,0.375,0,1,0,1,1,6,8,3,2,0,10,6,0.375,"Brighton",15,"12th-16th"
"27","Everton","h",14,2019-08-17,1,0,"H","L Mason",12,8,2,2,11,11,4,7,2,3,0,0,1.72,3.8,4.75,1,0,"w",3,0.166666666666667,0.25,1,0,0,4,1,0,12,2,2,0,11,4,0.166666666666667,"Watford",18,"16th-20th"
"28","Watford","a",14,2019-08-17,1,0,"H","L Mason",12,8,2,2,11,11,4,7,2,3,0,0,1.72,3.8,4.75,0,1,"l",0,0.166666666666667,0.25,0,0,1,0,0,4,8,2,3,0,11,7,0.25,"Everton",12,"8th-12th"
"29","Norwich","h",15,2019-08-17,3,1,"H","S Attwell",15,10,8,3,9,11,7,5,1,3,0,0,2.25,3.3,3.3,3,1,"w",3,0.533333333333333,0.3,1,0,0,3,4,5,15,8,1,0,9,7,0.533333333333333,"Newcastle",13,"12th-16th"
"30","Newcastle","a",15,2019-08-17,3,1,"H","S Attwell",15,10,8,3,9,11,7,5,1,3,0,0,2.25,3.3,3.3,1,3,"l",0,0.533333333333333,0.3,0,0,1,0,1,4,10,3,3,0,11,5,0.3,"Norwich",20,"16th-20th"
"31","Southampton","h",16,2019-08-17,1,2,"A","A Marriner",14,15,3,6,10,6,5,9,2,1,0,0,6.5,4.75,1.44,1,2,"l",0,0.214285714285714,0.4,0,0,1,0,1,5,14,3,2,0,10,5,0.214285714285714,"Liverpool",1,"1st-4th"
"32","Liverpool","a",16,2019-08-17,1,2,"A","A Marriner",14,15,3,6,10,6,5,9,2,1,0,0,6.5,4.75,1.44,2,1,"w",3,0.214285714285714,0.4,1,0,0,6,6,2,15,6,1,0,6,9,0.4,"Southampton",11,"8th-12th"
"33","Man City","h",17,2019-08-17,2,2,"D","M Oliver",30,3,10,2,14,4,13,2,1,0,0,0,1.36,5.25,8,2,2,"d",1,0.333333333333333,0.666666666666667,0,1,0,4,7,2,30,10,1,0,14,13,0.333333333333333,"Tottenham",6,"5th-8th"
"34","Tottenham","a",17,2019-08-17,2,2,"D","M Oliver",30,3,10,2,14,4,13,2,1,0,0,0,1.36,5.25,8,2,2,"d",1,0.333333333333333,0.666666666666667,0,1,0,4,5,3,3,2,0,0,4,2,0.666666666666667,"Man City",2,"1st-4th"
"35","Sheffield United","h",18,2019-08-18,1,0,"H","D Coote",15,6,3,4,16,11,8,4,3,1,0,0,2.55,3.1,2.9,1,0,"w",3,0.2,0.666666666666667,1,0,0,4,2,1,15,3,3,0,16,8,0.2,"Crystal Palace",14,"12th-16th"
"36","Crystal Palace","a",18,2019-08-18,1,0,"H","D Coote",15,6,3,4,16,11,8,4,3,1,0,0,2.55,3.1,2.9,0,1,"l",0,0.2,0.666666666666667,0,0,1,1,0,1,6,4,1,0,11,4,0.666666666666667,"Sheffield United",9,"8th-12th"
"37","Chelsea","h",19,2019-08-18,1,1,"D","O Langford",14,12,5,3,9,14,4,5,1,0,0,0,1.7,3.75,5,1,1,"d",1,0.357142857142857,0.25,0,1,0,1,1,5,14,5,1,0,9,4,0.357142857142857,"Leicester",5,"5th-8th"
"38","Leicester","a",19,2019-08-18,1,1,"D","O Langford",14,12,5,3,9,14,4,5,1,0,0,0,1.7,3.75,5,1,1,"d",1,0.357142857142857,0.25,0,1,0,2,1,1,12,3,0,0,14,5,0.25,"Chelsea",4,"1st-4th"
"39","Wolves","h",20,2019-08-19,1,1,"D","J Moss",6,9,2,2,17,8,4,6,2,2,0,0,3.3,3.3,2.25,1,1,"d",1,0.333333333333333,0.222222222222222,0,1,0,2,1,1,6,2,2,0,17,4,0.333333333333333,"Man United",3,"1st-4th"
"40","Man United","a",20,2019-08-19,1,1,"D","J Moss",6,9,2,2,17,8,4,6,2,2,0,0,3.3,3.3,2.25,1,1,"d",1,0.333333333333333,0.222222222222222,0,1,0,4,5,1,9,2,2,0,8,6,0.222222222222222,"Wolves",7,"5th-8th"
"41","Aston Villa","h",21,2019-08-23,2,0,"H","M Oliver",7,12,3,1,10,18,0,6,2,3,0,0,3.25,3.5,2.15,2,0,"w",3,0.428571428571429,0.0833333333333333,1,0,0,3,4,5,7,3,2,0,10,0,0.428571428571429,"Everton",12,"8th-12th"
"42","Everton","a",21,2019-08-23,2,0,"H","M Oliver",7,12,3,1,10,18,0,6,2,3,0,0,3.25,3.5,2.15,0,2,"l",0,0.428571428571429,0.0833333333333333,0,0,1,4,1,2,12,1,3,0,18,6,0.0833333333333333,"Aston Villa",17,"16th-20th"
"43","Norwich","h",22,2019-08-24,2,3,"A","M Atkinson",6,23,5,8,9,9,1,8,1,1,0,0,4.33,3.75,1.8,2,3,"l",0,0.833333333333333,0.347826086956522,0,0,1,3,6,8,6,5,1,0,9,1,0.833333333333333,"Chelsea",4,"1st-4th"
"44","Chelsea","a",22,2019-08-24,2,3,"A","M Atkinson",6,23,5,8,9,9,1,8,1,1,0,0,4.33,3.75,1.8,3,2,"w",3,0.833333333333333,0.347826086956522,1,0,0,4,4,7,23,8,1,0,9,8,0.347826086956522,"Norwich",20,"16th-20th"
"45","Brighton","h",23,2019-08-24,0,2,"A","K Friend",12,12,3,4,9,10,8,5,1,3,1,0,2.4,3.3,3,0,2,"l",0,0.25,0.333333333333333,0,0,1,4,4,3,12,3,1,1,9,8,0.25,"Southampton",11,"8th-12th"
"46","Southampton","a",23,2019-08-24,0,2,"A","K Friend",12,12,3,4,9,10,8,5,1,3,1,0,2.4,3.3,3,2,0,"w",3,0.25,0.333333333333333,1,0,0,3,3,5,12,4,3,0,10,5,0.333333333333333,"Brighton",15,"12th-16th"
"47","Man United","h",24,2019-08-24,1,2,"A","P Tierney",22,5,3,3,8,18,8,1,2,4,0,0,1.33,5.25,9,1,2,"l",0,0.136363636363636,0.6,0,0,1,4,6,3,22,3,2,0,8,8,0.136363636363636,"Crystal Palace",14,"12th-16th"
"48","Crystal Palace","a",24,2019-08-24,1,2,"A","P Tierney",22,5,3,3,8,18,8,1,2,4,0,0,1.33,5.25,9,2,1,"w",3,0.136363636363636,0.6,1,0,0,4,2,2,5,3,4,0,18,1,0.6,"Man United",3,"1st-4th"
"49","Sheffield United","h",25,2019-08-24,1,2,"A","A Madley",8,10,3,2,11,6,7,4,1,0,0,0,3.3,3.3,2.25,1,2,"l",0,0.375,0.2,0,0,1,4,3,3,8,3,1,0,11,7,0.375,"Leicester",5,"5th-8th"
"50","Leicester","a",25,2019-08-24,1,2,"A","A Madley",8,10,3,2,11,6,7,4,1,0,0,0,3.3,3.3,2.25,2,1,"w",3,0.375,0.2,1,0,0,5,3,2,10,2,0,0,6,4,0.2,"Sheffield United",9,"8th-12th"
"51","Watford","h",26,2019-08-24,1,3,"A","C Kavanagh",23,16,3,10,12,11,8,7,1,1,0,0,2.05,3.5,3.5,1,3,"l",0,0.130434782608696,0.625,0,0,1,0,1,7,23,3,1,0,12,8,0.130434782608696,"West Ham",16,"12th-16th"
"52","West Ham","a",26,2019-08-24,1,3,"A","C Kavanagh",23,16,3,10,12,11,8,7,1,1,0,0,2.05,3.5,3.5,3,1,"w",3,0.130434782608696,0.625,1,0,0,4,4,7,16,10,1,0,11,7,0.625,"Watford",18,"16th-20th"
"53","Liverpool","h",27,2019-08-24,3,1,"H","A Taylor",25,9,5,3,8,5,6,4,1,1,0,0,1.5,4.6,6,3,1,"w",3,0.2,0.333333333333333,1,0,0,9,9,3,25,5,1,0,8,6,0.2,"Arsenal",8,"5th-8th"
"54","Arsenal","a",27,2019-08-24,3,1,"H","A Taylor",25,9,5,3,8,5,6,4,1,1,0,0,1.5,4.6,6,1,3,"l",0,0.2,0.333333333333333,0,0,1,6,4,4,9,3,1,0,5,4,0.333333333333333,"Liverpool",1,"1st-4th"
"55","Bournemouth","h",28,2019-08-25,1,3,"A","A Marriner",10,19,7,5,7,13,4,5,1,3,0,0,15,7.5,1.16,1,3,"l",0,0.7,0.263157894736842,0,0,1,4,4,5,10,7,1,0,7,4,0.7,"Man City",2,"1st-4th"
"56","Man City","a",28,2019-08-25,1,3,"A","A Marriner",10,19,7,5,7,13,4,5,1,3,0,0,15,7.5,1.16,3,1,"w",3,0.7,0.263157894736842,1,0,0,7,10,3,19,5,3,0,13,5,0.263157894736842,"Bournemouth",19,"16th-20th"
"57","Tottenham","h",29,2019-08-25,0,1,"A","M Dean",17,8,2,3,10,5,6,6,2,2,0,0,1.2,6.5,14,0,1,"l",0,0.117647058823529,0.375,0,0,1,4,5,4,17,2,2,0,10,6,0.117647058823529,"Newcastle",13,"12th-16th"
"58","Newcastle","a",29,2019-08-25,0,1,"A","M Dean",17,8,2,3,10,5,6,6,2,2,0,0,1.2,6.5,14,1,0,"w",3,0.117647058823529,0.375,1,0,0,3,2,4,8,3,2,0,5,6,0.375,"Tottenham",6,"5th-8th"
"59","Wolves","h",30,2019-08-25,1,1,"D","C Pawson",17,13,2,4,9,11,4,3,0,2,0,0,1.85,3.4,4.5,1,1,"d",1,0.117647058823529,0.307692307692308,0,1,0,3,2,2,17,2,0,0,9,4,0.117647058823529,"Burnley",10,"8th-12th"
"60","Burnley","a",30,2019-08-25,1,1,"D","C Pawson",17,13,2,4,9,11,4,3,0,2,0,0,1.85,3.4,4.5,1,1,"d",1,0.117647058823529,0.307692307692308,0,1,0,4,5,3,13,4,2,0,11,3,0.307692307692308,"Wolves",7,"5th-8th"
"61","Southampton","h",31,2019-08-31,1,1,"D","M Dean",10,21,2,8,17,7,2,3,1,2,1,0,3.8,3.3,2.05,1,1,"d",1,0.2,0.380952380952381,0,1,0,4,4,6,10,2,1,1,17,2,0.2,"Man United",3,"1st-4th"
"62","Man United","a",31,2019-08-31,1,1,"D","M Dean",10,21,2,8,17,7,2,3,1,2,1,0,3.8,3.3,2.05,1,1,"d",1,0.2,0.380952380952381,0,1,0,5,7,4,21,8,2,0,7,3,0.380952380952381,"Southampton",11,"8th-12th"
"63","Chelsea","h",32,2019-08-31,2,2,"D","S Attwell",13,8,5,2,6,11,3,4,0,1,0,0,1.36,4.75,9,2,2,"d",1,0.384615384615385,0.25,0,1,0,5,6,9,13,5,0,0,6,3,0.384615384615385,"Sheffield United",9,"8th-12th"
"64","Sheffield United","a",32,2019-08-31,2,2,"D","S Attwell",13,8,5,2,6,11,3,4,0,1,0,0,1.36,4.75,9,2,2,"d",1,0.384615384615385,0.25,0,1,0,5,5,5,8,2,1,0,11,4,0.25,"Chelsea",4,"1st-4th"
"65","Crystal Palace","h",33,2019-08-31,1,0,"H","K Friend",22,10,5,2,15,16,13,2,2,4,0,1,2.15,3.3,3.5,1,0,"w",3,0.227272727272727,0.2,1,0,0,7,3,2,22,5,2,0,15,13,0.227272727272727,"Aston Villa",17,"16th-20th"
"66","Aston Villa","a",33,2019-08-31,1,0,"H","K Friend",22,10,5,2,15,16,13,2,2,4,0,1,2.15,3.3,3.5,0,1,"l",0,0.227272727272727,0.2,0,0,1,3,4,6,10,2,4,1,16,2,0.2,"Crystal Palace",14,"12th-16th"
"67","Leicester","h",34,2019-08-31,3,1,"H","P Bankes",13,8,5,2,9,11,4,5,1,3,0,0,1.7,4,4.75,3,1,"w",3,0.384615384615385,0.25,1,0,0,8,6,3,13,5,1,0,9,4,0.384615384615385,"Bournemouth",19,"16th-20th"
"68","Bournemouth","a",34,2019-08-31,3,1,"H","P Bankes",13,8,5,2,9,11,4,5,1,3,0,0,1.7,4,4.75,1,3,"l",0,0.384615384615385,0.25,0,0,1,4,5,8,8,2,3,0,11,5,0.25,"Leicester",5,"5th-8th"
"69","Man City","h",35,2019-08-31,4,0,"H","J Moss",15,6,6,2,10,6,8,1,1,1,0,0,1.08,10,26,4,0,"w",3,0.4,0.333333333333333,1,0,0,10,14,3,15,6,1,0,10,8,0.4,"Brighton",15,"12th-16th"
"70","Brighton","a",35,2019-08-31,4,0,"H","J Moss",15,6,6,2,10,6,8,1,1,1,0,0,1.08,10,26,0,4,"l",0,0.4,0.333333333333333,0,0,1,4,4,7,6,2,1,0,6,1,0.333333333333333,"Man City",2,"1st-4th"
"71","Newcastle","h",36,2019-08-31,1,1,"D","G Scott",13,13,5,3,5,11,6,5,2,3,0,0,2.5,3.25,2.87,1,1,"d",1,0.384615384615385,0.230769230769231,0,1,0,4,3,5,13,5,2,0,5,6,0.384615384615385,"Watford",18,"16th-20th"
"72","Watford","a",36,2019-08-31,1,1,"D","G Scott",13,13,5,3,5,11,6,5,2,3,0,0,2.5,3.25,2.87,1,1,"d",1,0.384615384615385,0.230769230769231,0,1,0,1,2,8,13,3,3,0,11,5,0.230769230769231,"Newcastle",13,"12th-16th"
"73","West Ham","h",37,2019-08-31,2,0,"H","P Tierney",18,8,8,3,16,10,8,2,2,1,0,0,1.85,3.9,3.9,2,0,"w",3,0.444444444444444,0.375,1,0,0,7,6,7,18,8,2,0,16,8,0.444444444444444,"Norwich",20,"16th-20th"
"74","Norwich","a",37,2019-08-31,2,0,"H","P Tierney",18,8,8,3,16,10,8,2,2,1,0,0,1.85,3.9,3.9,0,2,"l",0,0.444444444444444,0.375,0,0,1,3,6,10,8,3,1,0,10,2,0.375,"West Ham",16,"12th-16th"
"75","Burnley","h",38,2019-08-31,0,3,"A","C Kavanagh",7,15,2,7,10,16,6,4,0,0,0,0,9.5,5.5,1.3,0,3,"l",0,0.285714285714286,0.466666666666667,0,0,1,4,5,6,7,2,0,0,10,6,0.285714285714286,"Liverpool",1,"1st-4th"
"76","Liverpool","a",38,2019-08-31,0,3,"A","C Kavanagh",7,15,2,7,10,16,6,4,0,0,0,0,9.5,5.5,1.3,3,0,"w",3,0.285714285714286,0.466666666666667,1,0,0,12,12,3,15,7,0,0,16,4,0.466666666666667,"Burnley",10,"8th-12th"
"77","Everton","h",39,2019-09-01,3,2,"H","A Taylor",15,8,6,5,12,12,7,7,1,4,0,1,2.2,3.25,3.5,3,2,"w",3,0.4,0.625,1,0,0,7,4,4,15,6,1,0,12,7,0.4,"Wolves",7,"5th-8th"
"78","Wolves","a",39,2019-09-01,3,2,"H","A Taylor",15,8,6,5,12,12,7,7,1,4,0,1,2.2,3.25,3.5,2,3,"l",0,0.4,0.625,0,0,1,3,4,5,8,5,4,1,12,7,0.625,"Everton",12,"8th-12th"
"79","Arsenal","h",40,2019-09-01,2,2,"D","M Atkinson",26,13,8,9,13,19,11,6,3,5,0,0,2.37,3.6,2.8,2,2,"d",1,0.307692307692308,0.692307692307692,0,1,0,7,6,6,26,8,3,0,13,11,0.307692307692308,"Tottenham",6,"5th-8th"
"80","Tottenham","a",40,2019-09-01,2,2,"D","M Atkinson",26,13,8,9,13,19,11,6,3,5,0,0,2.37,3.6,2.8,2,2,"d",1,0.307692307692308,0.692307692307692,0,1,0,5,7,6,13,9,5,0,19,6,0.692307692307692,"Arsenal",8,"5th-8th"
"81","Liverpool","h",41,2019-09-14,3,1,"H","A Marriner",21,8,9,1,5,4,10,1,0,0,0,0,1.14,8.5,17,3,1,"w",3,0.428571428571429,0.125,1,0,0,15,15,4,21,9,0,0,5,10,0.428571428571429,"Newcastle",13,"12th-16th"
"82","Newcastle","a",41,2019-09-14,3,1,"H","A Marriner",21,8,9,1,5,4,10,1,0,0,0,0,1.14,8.5,17,1,3,"l",0,0.428571428571429,0.125,0,0,1,4,4,8,8,1,0,0,4,1,0.125,"Liverpool",1,"1st-4th"
"83","Brighton","h",42,2019-09-14,1,1,"D","M Oliver",14,7,5,1,13,7,3,6,0,2,0,0,2.15,3.3,3.5,1,1,"d",1,0.357142857142857,0.142857142857143,0,1,0,5,5,8,14,5,0,0,13,3,0.357142857142857,"Burnley",10,"8th-12th"
"84","Burnley","a",42,2019-09-14,1,1,"D","M Oliver",14,7,5,1,13,7,3,6,0,2,0,0,2.15,3.3,3.5,1,1,"d",1,0.357142857142857,0.142857142857143,0,1,0,5,6,7,7,1,2,0,7,6,0.142857142857143,"Brighton",15,"12th-16th"
"85","Man United","h",43,2019-09-14,1,0,"H","M Atkinson",10,9,5,3,14,14,3,9,1,2,0,0,1.95,3.5,4,1,0,"w",3,0.5,0.333333333333333,1,0,0,8,8,4,10,5,1,0,14,3,0.5,"Leicester",5,"5th-8th"
"86","Leicester","a",43,2019-09-14,1,0,"H","M Atkinson",10,9,5,3,14,14,3,9,1,2,0,0,1.95,3.5,4,0,1,"l",0,0.5,0.333333333333333,0,0,1,8,6,4,9,3,2,0,14,9,0.333333333333333,"Man United",3,"1st-4th"
"87","Sheffield United","h",44,2019-09-14,0,1,"A","L Mason",17,11,4,7,10,7,12,6,1,1,1,0,2.45,3.2,3,0,1,"l",0,0.235294117647059,0.636363636363636,0,0,1,5,5,6,17,4,1,1,10,12,0.235294117647059,"Southampton",11,"8th-12th"
"88","Southampton","a",44,2019-09-14,0,1,"A","L Mason",17,11,4,7,10,7,12,6,1,1,1,0,2.45,3.2,3,1,0,"w",3,0.235294117647059,0.636363636363636,1,0,0,7,5,6,11,7,1,0,7,6,0.636363636363636,"Sheffield United",9,"8th-12th"
"89","Tottenham","h",45,2019-09-14,4,0,"H","C Pawson",13,11,5,6,19,11,4,3,4,2,0,0,1.36,5.25,8,4,0,"w",3,0.384615384615385,0.545454545454545,1,0,0,8,11,6,13,5,4,0,19,4,0.384615384615385,"Crystal Palace",14,"12th-16th"
"90","Crystal Palace","a",45,2019-09-14,4,0,"H","C Pawson",13,11,5,6,19,11,4,3,4,2,0,0,1.36,5.25,8,0,4,"l",0,0.384615384615385,0.545454545454545,0,0,1,7,3,6,11,6,2,0,11,3,0.545454545454545,"Tottenham",6,"5th-8th"
"91","Wolves","h",46,2019-09-14,2,5,"A","G Scott",11,15,4,6,8,11,7,5,1,2,0,0,2.9,3.3,2.5,2,5,"l",0,0.363636363636364,0.4,0,0,1,3,6,10,11,4,1,0,8,7,0.363636363636364,"Chelsea",4,"1st-4th"
"92","Chelsea","a",46,2019-09-14,2,5,"A","G Scott",11,15,4,6,8,11,7,5,1,2,0,0,2.9,3.3,2.5,5,2,"w",3,0.363636363636364,0.4,1,0,0,8,11,11,15,6,2,0,11,5,0.4,"Wolves",7,"5th-8th"
"93","Norwich","h",47,2019-09-14,3,2,"H","K Friend",7,25,3,8,8,7,3,16,3,1,0,0,15,9,1.14,3,2,"w",3,0.428571428571429,0.32,1,0,0,6,9,12,7,3,3,0,8,3,0.428571428571429,"Man City",2,"1st-4th"
"94","Man City","a",47,2019-09-14,3,2,"H","K Friend",7,25,3,8,8,7,3,16,3,1,0,0,15,9,1.14,2,3,"l",0,0.428571428571429,0.32,0,0,1,10,16,6,25,8,1,0,7,16,0.32,"Norwich",20,"16th-20th"
"95","Bournemouth","h",48,2019-09-15,3,1,"H","P Tierney",13,14,6,5,5,14,7,7,0,4,0,0,2.9,3.5,2.4,3,1,"w",3,0.461538461538462,0.357142857142857,1,0,0,7,8,9,13,6,0,0,5,7,0.461538461538462,"Everton",12,"8th-12th"
"96","Everton","a",48,2019-09-15,3,1,"H","P Tierney",13,14,6,5,5,14,7,7,0,4,0,0,2.9,3.5,2.4,1,3,"l",0,0.461538461538462,0.357142857142857,0,0,1,7,5,7,14,5,4,0,14,7,0.357142857142857,"Bournemouth",19,"16th-20th"
"97","Watford","h",49,2019-09-15,2,2,"D","A Taylor",31,10,7,4,14,4,7,1,3,3,0,0,3.6,3.6,2,2,2,"d",1,0.225806451612903,0.4,0,1,0,2,4,10,31,7,3,0,14,7,0.225806451612903,"Arsenal",8,"5th-8th"
"98","Arsenal","a",49,2019-09-15,2,2,"D","A Taylor",31,10,7,4,14,4,7,1,3,3,0,0,3.6,3.6,2,2,2,"d",1,0.225806451612903,0.4,0,1,0,8,8,8,10,4,3,0,4,1,0.4,"Watford",18,"16th-20th"
"99","Aston Villa","h",50,2019-09-16,0,0,"D","M Dean",10,13,5,1,13,12,2,4,2,1,0,1,2.62,3.5,2.6,0,0,"d",1,0.5,0.0769230769230769,0,1,0,4,4,6,10,5,2,0,13,2,0.5,"West Ham",16,"12th-16th"
"100","West Ham","a",50,2019-09-16,0,0,"D","M Dean",10,13,5,1,13,12,2,4,2,1,0,1,2.62,3.5,2.6,0,0,"d",1,0.5,0.0769230769230769,0,1,0,8,6,7,13,1,1,1,12,4,0.0769230769230769,"Aston Villa",17,"16th-20th"
"101","Southampton","h",51,2019-09-20,1,3,"A","C Kavanagh",25,6,6,3,8,9,4,5,1,3,0,0,2.05,3.6,3.5,1,3,"l",0,0.24,0.5,0,0,1,7,6,9,25,6,1,0,8,4,0.24,"Bournemouth",19,"16th-20th"
